X	target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	ens_gene	ext_gene	organism_id	drug_id	dose_id	time_id	efit_id	efit_root	feature_id	ensembl_transcript_id	fdr	logfc	ave	ensembl_gene_id	ensembl_gene_type	ensembl_transcript_type	ensembl_gene_status	ensembl_transcript_status	ensembl_chromosome	ensembl_description	ensembl_gene_name	ensembl_transcript_name	gene_id	significant	direction	model_data_count	model_feature_count	model_gene_count	n_up	n_dn	n_significant	pct_significant	efit_ok
9099	ENSRNOT00000013869	0.371520740183	0.623243496884637	0.110469931366907	0.12361953809984	5.80527733954467	0.0603063116097227	0.0029482721752739	0.0581788886247977	0.0249265541934781	0.0581788886247977	ENSRNOG00000010408	Polr2k	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000013869	ENSRNOT00000013869	0.623243496884637	0.159374422150381	5.80527733954467	ENSRNOG00000010408	protein_coding	protein_coding	KNOWN	KNOWN	7	polymerase (RNA) II (DNA directed) polypeptide K [Source:RGD Symbol;Acc:2319895]	Polr2k	Polr2k-201	100361574	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
3495	ENSRNOT00000006416	0.0300854179503247	0.131394512043993	-0.309714118740943	0.142793573456954	4.35551286176094	0.0748132246549192	0.0264340723137473	0.0263164297172436	0.0551259461686788	0.0551259461686788	ENSRNOG00000004843	POLE3	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000006416	ENSRNOT00000006416	0.131394512043993	-0.446823023200854	4.35551286176094	ENSRNOG00000004843	protein_coding	protein_coding	KNOWN	KNOWN	7	polymerase (DNA directed), epsilon 3, accessory subunit [Source:RGD Symbol;Acc:1359475]	Pole3	Pole3-201	100362333	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
10172	ENSRNOT00000029039	0.465905676165744	0.698879614804649	0.258078517901981	0.353940981262631	7.20538500607797	0.485451620384706	0.0132523560766239	0.487844516791994	0.0204655653147334	0.487844516791994	ENSRNOG00000007758	Hsd17b6	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000029039	ENSRNOT00000029039	0.698879614804649	0.372328597937162	7.20538500607797	ENSRNOG00000007758	protein_coding	protein_coding	KNOWN	KNOWN	13	hydroxysteroid (17-beta) dehydrogenase 6 [Source:RGD Symbol;Acc:708343]	Hsd17b6	Hsd17b6-201	100362350	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
6597	ENSRNOT00000027351	0.183590043428639	0.424786785341025	-0.105558563214037	0.0793803402409501	6.04434200951074	0.0169165674219018	0.00211799173339809	0.0128232989992648	0.0230869619336779	0.0230869619336779	ENSRNOG00000020179	Nt5c2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000027351	ENSRNOT00000027351	0.424786785341025	-0.152288815672255	6.04434200951074	ENSRNOG00000020179	protein_coding	protein_coding	KNOWN	KNOWN	1	5'-nucleotidase, cytosolic II [Source:RGD Symbol;Acc:2323387]	Nt5c2	Nt5c2-201	100363253	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
7437	ENSRNOT00000015332	0.244180298787863	0.501160750235116	0.137047403189645	0.117677499361316	5.39434210183784	0.0567077079210878	0.00466346425855604	0.0507285111651737	0.0299773648234054	0.0507285111651737	ENSRNOG00000011329	Pkm	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000015332	ENSRNOT00000015332	0.501160750235116	0.197717608948411	5.39434210183784	ENSRNOG00000011329	protein_coding	protein_coding	KNOWN	KNOWN	8	pyruvate kinase, muscle [Source:RGD Symbol;Acc:3337]	Pkm	Pkm-201	100364062	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
9296	ENSRNOT00000019498	0.389250070918233	0.638992349950124	-0.146229331485935	0.169840929769253	4.2401595064976	0.113393652622721	0.0156980492066427	0.099685716492895	0.058658687280864	0.099685716492895	ENSRNOG00000014465	Oca2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000019498	ENSRNOT00000019498	0.638992349950124	-0.210964331367267	4.2401595064976	ENSRNOG00000014465	protein_coding	protein_coding	KNOWN	KNOWN	1	oculocutaneous albinism II [Source:RGD Symbol;Acc:2318412]	Oca2	Oca2-201	100365773	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
496	ENSRNOT00000032316	1.17989740974342e-06	3.63103912546844e-05	0.884804005126728	0.182096509814343	7.18312243927466	0.332561619173388	0.000902647721539832	0.13173390782472	0.0204574080921597	0.13173390782472	ENSRNOG00000028625	Eif4ebp3	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000032316	ENSRNOT00000032316	3.63103912546844e-05	1.27650235035502	7.18312243927466	ENSRNOG00000030247	protein_coding	protein_coding	KNOWN	KNOWN	18	ankyrin repeat and KH domain containing 1 [Source:RGD Symbol;Acc:4892133]	Ankhd1	Ankhd1-202	100365872	TRUE	1	1701	1672	1701	251	261	512	30.0999412110523	TRUE
11594	ENSRNOT00000006566	0.612511612974119	0.806397900675949	-0.780775948472022	1.54153792431234	2.59400217316068	9.03422919760454	2.25673918934887	7.24861749902389	0.181852050117336	7.24861749902389	ENSRNOG00000046159	Gns	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000006566	ENSRNOT00000006566	0.806397900675949	-1.12642158890596	2.59400217316068	ENSRNOG00000046159	protein_coding	protein_coding	KNOWN	KNOWN	7	glucosamine (N-acetyl)-6-sulfatase [Source:RGD Symbol;Acc:1305877]	Gns	Gns-201	100909505	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
11018	ENSRNOT00000075415	0.549056510402105	0.760646085930089	-0.0870066794721586	0.145210912978902	4.72274259665948	0.0807405577992265	0.00484947334006576	0.0794953636525995	0.0445788339047442	0.0794953636525995	ENSRNOG00000050374	Pigg	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000075415	ENSRNOT00000075415	0.760646085930089	-0.125524104998699	4.72274259665948	ENSRNOG00000050374	protein_coding	protein_coding	KNOWN	KNOWN	14	phosphatidylinositol glycan anchor biosynthesis, class G [Source:RGD Symbol;Acc:1560335]	Pigg	Pigg-201	100910143	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
692	ENSRNOT00000041774	1.2025427603054e-05	0.00026525451868933	-0.469049398127891	0.107159209445699	5.57442763606511	0.101538849133471	0.00411468134528517	0.0418177033308234	0.027470444008045	0.0418177033308234	ENSRNOG00000030111	Cyp11b2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000041774	ENSRNOT00000041774	0.00026525451868933	-0.676695240611061	5.57442763606511	ENSRNOG00000030111	protein_coding	protein_coding	KNOWN	KNOWN	7	cytochrome P450, family 11, subfamily b, polypeptide 2 [Source:RGD Symbol;Acc:2454]	Cyp11b2	Cyp11b2-001	100910462	TRUE	-1	1701	1672	1701	251	261	512	30.0999412110523	TRUE
2692	ENSRNOT00000040879	0.0122587954770714	0.0694574068901331	-0.913174671235752	0.364598170087074	4.60293906730088	0.718648943738222	0.131492186863081	0.400235115660291	0.0479792457197746	0.400235115660291	ENSRNOG00000050885	Sult1c2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000040879	ENSRNOT00000040879	0.0694574068901331	-1.31743256965723	4.60293906730088	ENSRNOG00000050885	protein_coding	protein_coding	KNOWN	KNOWN	9	sulfotransferase 1C2-like [Source:RGD Symbol;Acc:6497849]	LOC100910526	LOC100910526-001	100910526	TRUE	-1	1701	1672	1701	251	261	512	30.0999412110523	TRUE
860	ENSRNOT00000026290	4.61042887055253e-05	0.000818297514885045	-0.43958743419606	0.107886248562672	9.71900891331009	0.0949838157621462	6.02515539703334e-05	0.0464975189617364	0.0255150560819201	0.0464975189617364	ENSRNOG00000019417	Hsd3b5	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000026290	ENSRNOT00000026290	0.000818297514885045	-0.634190611351759	9.71900891331009	ENSRNOG00000019417	protein_coding	protein_coding	KNOWN	KNOWN	2	3 beta-hydroxysteroid dehydrogenase type 5-like [Source:RGD Symbol;Acc:6495134]	LOC100911116	LOC100911116-201	100911116	TRUE	-1	1701	1672	1701	251	261	512	30.0999412110523	TRUE
6563	ENSRNOT00000070844	0.181037234950084	0.421073331552873	0.189074205923314	0.141356683923794	3.91719244255158	0.0325227223198513	0.00978024046029675	0.0148515176408205	0.0701466078994293	0.0701466078994293	ENSRNOG00000048668	Mars2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000070844	ENSRNOT00000070844	0.421073331552873	0.272776419245584	3.91719244255158	ENSRNOG00000048668	protein_coding	protein_coding	KNOWN	KNOWN	9	methionyl-tRNA synthetase 2, mitochondrial [Source:RGD Symbol;Acc:1311527]	Mars2	Mars2-201	100911305	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
10247	ENSRNOT00000075237	0.472752271338658	0.704214957520569	-0.0868491430995256	0.120958438986143	5.31740233806272	0.0566335970999	0.00526422436066626	0.0532595514871919	0.0311705787593207	0.0532595514871919	ENSRNOG00000046261	Acp5	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000075237	ENSRNOT00000075237	0.704214957520569	-0.125296828055142	5.31740233806272	ENSRNOG00000046261	protein_coding	protein_coding	KNOWN	KNOWN	8	acid phosphatase 5, tartrate resistant [Source:RGD Symbol;Acc:2022]	Acp5	Acp5-201	100911394	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
6445	ENSRNOT00000077057	0.172068499592183	0.407518010515916	-0.573547788960723	0.420000787684527	1.60163680012057	0.74628435450679	0.0924436584432702	0.613158988179224	0.487850407343652	0.613158988179224	NA	NA	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000077057	ENSRNOT00000077057	0.407518010515916	-0.827454550846465	1.60163680012057	ENSRNOG00000016000	protein_coding	retained_intron	KNOWN	KNOWN	2	ATP synthase subunit b, mitochondrial-like [Source:RGD Symbol;Acc:6493308]	LOC100911417	LOC100911417-004	100911417	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
8921	ENSRNOT00000025240	0.356593610204971	0.610138422393082	-0.687886189775779	0.746181364918424	4.80588979036252	2.20485339226815	0.116241646960313	2.11090487044578	0.0422802848346332	2.11090487044578	ENSRNOG00000049944	SLC25A22	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000025240	ENSRNOT00000025240	0.610138422393082	-0.992409994685521	4.80588979036252	ENSRNOG00000049944	protein_coding	protein_coding	KNOWN	KNOWN	1	solute carrier family 25 (mitochondrial carrier, glutamate), member 22 [Source:RGD Symbol;Acc:1307826]	Slc25a22	Slc25a22-201	100911440	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
3296	ENSRNOT00000015667	0.0251635117032989	0.116558419790552	-0.499846136031002	0.223256898040675	6.33677379587192	0.252708574672945	0.120115617027517	0.0792589530634597	0.0215938674262672	0.0792589530634597	ENSRNOG00000045949	FAAH	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000015667	ENSRNOT00000015667	0.116558419790552	-0.721125541659437	6.33677379587192	ENSRNOG00000045949	protein_coding	protein_coding	KNOWN	KNOWN	5	fatty acid amide hydrolase [Source:RGD Symbol;Acc:61808]	Faah	Faah-201	100911581	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
13269	ENSRNOT00000025826	0.786616869480932	0.904800745051166	-0.228757238524034	0.845038223927674	5.16655675652003	2.6798891394029	0.150696815489336	2.70566158410601	0.0337674582468055	2.70566158410601	ENSRNOG00000047551	PNPLA2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000025826	ENSRNOT00000025826	0.904800745051166	-0.330026933586078	5.16655675652003	ENSRNOG00000047551	protein_coding	protein_coding	KNOWN	KNOWN	1	patatin-like phospholipase domain-containing protein 2-like [Source:RGD Symbol;Acc:6492173]	LOC100911615	LOC100911615-201	100911615	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
8902	ENSRNOT00000005535	0.355554311300977	0.609586202893493	-0.576242185323286	0.623726880572754	1.87140131484816	1.54094617542198	0.86534607073478	0.690794815461294	0.368960336745611	0.690794815461294	ENSRNOG00000048365	ENO2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000005535	ENSRNOT00000005535	0.609586202893493	-0.831341743116924	1.87140131484816	ENSRNOG00000048365	protein_coding	protein_coding	KNOWN	KNOWN	9	gamma-enolase-like [Source:RGD Symbol;Acc:6491529]	LOC100911625	LOC100911625-201	100911625	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
5439	ENSRNOT00000071891	0.111218255827688	0.31216598734177	0.988916738101627	0.62088977430927	2.35143876192188	0.96852406991233	1.31352898974051	-0.555240719090892	0.228487457626752	0.228487457626752	ENSRNOG00000050201	Slc29a2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000071891	ENSRNOT00000071891	0.31216598734177	1.42670527391131	2.35143876192188	ENSRNOG00000050201	protein_coding	protein_coding	KNOWN	KNOWN	1	solute carrier family 29 (equilibrative nucleoside transporter), member 2 [Source:RGD Symbol;Acc:69296]	Slc29a2	Slc29a2-201	100911721	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
8224	ENSRNOT00000072342	0.301256936152172	0.559199303542496	-0.181569799568621	0.175643297312109	3.30926683472983	0.0777976356062252	0.0196648251730823	0.0542704723720477	0.103737446389598	0.103737446389598	ENSRNOG00000049743	Gstm5	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000072342	ENSRNOT00000072342	0.559199303542496	-0.261949849412852	3.30926683472983	ENSRNOG00000049743	protein_coding	protein_coding	KNOWN	KNOWN	2	glutathione S-transferase, mu 5 [Source:RGD Symbol;Acc:61964]	Gstm5	Gstm5-201	100912430	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
14100	ENSRNOT00000002382	0.878535758481862	0.950808067826965	0.166622940671149	1.09028114948668	3.43021217851932	4.4452653315525	2.90002051436106	1.85483142534293	0.0956407678328494	1.85483142534293	ENSRNOG00000001748	Polr2h	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000002382	ENSRNOT00000002382	0.950808067826965	0.240386090204602	3.43021217851932	ENSRNOG00000001748	protein_coding	protein_coding	KNOWN	KNOWN	11	DNA-directed RNA polymerases I, II, and III subunit RPABC3-like [Source:RGD Symbol;Acc:6486461]	LOC100912534	LOC100912534-201	100912534	FALSE	0	1701	1672	1701	251	261	512	30.0999412110523	TRUE
