X	target_id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	ens_gene	ext_gene	organism_id	drug_id	dose_id	time_id	efit_id	efit_root	feature_id	ensembl_transcript_id	fdr	logfc	ave	ensembl_gene_id	ensembl_gene_type	ensembl_transcript_type	ensembl_gene_status	ensembl_transcript_status	ensembl_chromosome	ensembl_description	ensembl_gene_name	ensembl_transcript_name	gene_id	significant	direction	model_data_count	model_feature_count	model_gene_count	n_up	n_dn	n_significant	pct_significant	efit_ok
9087	ENSRNOT00000004853	0.439989290850278	0.74266047574134	-0.145289295765229	0.188147073308194	3.90011528567496	0.13778652698296	0.0230246127206447	0.11857267205711	0.0964025944002166	0.11857267205711	ENSRNOG00000003650	Nt5c	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000004853	ENSRNOT00000004853	0.74266047574134	-0.209608146494746	3.90011528567496	ENSRNOG00000003650	protein_coding	protein_coding	KNOWN	KNOWN	10	5', 3'-nucleotidase, cytosolic [Source:RGD Symbol;Acc:2321875]	Nt5c	Nt5c-201	100360582	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
11643	ENSRNOT00000056364	0.656308145007207	0.864475711209246	-0.408406963505838	0.917735327522426	2.85985977915496	3.18883468991941	0.431533583872162	2.93741894165862	0.183466070073007	2.93741894165862	ENSRNOG00000020148	Il4i1	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000056364	ENSRNOT00000056364	0.864475711209246	-0.589206700914392	2.85985977915496	ENSRNOG00000020148	protein_coding	protein_coding	KNOWN	KNOWN	1	interleukin 4 induced 1 [Source:RGD Symbol;Acc:1304831]	Il4i1	Il4i1-202	100360621	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
11024	ENSRNOT00000032056	0.604532112537483	0.841102462091792	-0.0548410765872442	0.105892439356645	7.32571987367872	0.042664657509829	0.000682196882920874	0.0441706379686821	0.0323717602504538	0.0441706379686821	ENSRNOG00000024112	Dgkq	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000032056	ENSRNOT00000032056	0.841102462091792	-0.0791189492294291	7.32571987367872	ENSRNOG00000024112	protein_coding	protein_coding	KNOWN	KNOWN	14	diacylglycerol kinase, theta [Source:RGD Symbol;Acc:2320722]	Dgkq	Dgkq-201	100361138	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
11689	ENSRNOT00000001990	0.661756538958072	0.86624231955112	0.136741810345101	0.312560358291628	3.23563733945709	0.369710402333847	0.0625626746057274	0.328213235695836	0.142835534934521	0.328213235695836	ENSRNOG00000001466	Cyp2c24	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000001990	ENSRNOT00000001990	0.86624231955112	0.197276731667056	3.23563733945709	ENSRNOG00000001466	protein_coding	protein_coding	KNOWN	KNOWN	1	cytochrome P450, family 2, subfamily c, polypeptide 55-like [Source:RGD Symbol;Acc:2320073]	LOC100361492	LOC100361492-201	100361492	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
12969	ENSRNOT00000025317	0.782927553961297	0.925780644832986	0.0446853137722349	0.16219364232076	4.10003920576658	0.0516308512158267	0.018352713110293	0.0363955482589718	0.086874397326805	0.086874397326805	ENSRNOG00000018729	Rad9a	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000025317	ENSRNOT00000025317	0.925780644832986	0.0644672805797707	4.10003920576658	ENSRNOG00000018729	protein_coding	protein_coding	KNOWN	KNOWN	1	RAD9 checkpoint clamp component A [Source:RGD Symbol;Acc:2319938]	Rad9a	Rad9a-201	100361529	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
1127	ENSRNOT00000013869	0.003112853814508	0.0423425137757502	0.350903574133607	0.118694143293912	5.59444366120289	0.0854318702590934	0.00392417323470588	0.0524290253743973	0.041242981125342	0.0524290253743973	ENSRNOG00000010408	Polr2k	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000013869	ENSRNOT00000013869	0.0423425137757502	0.506246846232768	5.59444366120289	ENSRNOG00000010408	protein_coding	protein_coding	KNOWN	KNOWN	7	polymerase (RNA) II (DNA directed) polypeptide K [Source:RGD Symbol;Acc:2319895]	Polr2k	Polr2k-201	100361574	TRUE	1	1710	1681	1710	87	154	241	14.093567251462	TRUE
7477	ENSRNOT00000006416	0.31301466179181	0.641847444192885	-0.170266578351917	0.168761806832943	4.25494881309135	0.0547095144802868	0.033505671045734	0.0168286065535248	0.0804165187363444	0.0804165187363444	ENSRNOG00000004843	POLE3	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000006416	ENSRNOT00000006416	0.641847444192885	-0.245642748217443	4.25494881309135	ENSRNOG00000004843	protein_coding	protein_coding	KNOWN	KNOWN	7	polymerase (DNA directed), epsilon 3, accessory subunit [Source:RGD Symbol;Acc:1359475]	Pole3	Pole3-201	100362333	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
14510	ENSRNOT00000029039	0.92660215084233	0.97898785514563	-0.0188879032114222	0.205034324014273	7.51178496178664	0.157041010459622	0.00593024102156345	0.162226055074396	0.0326619960634576	0.162226055074396	ENSRNOG00000007758	Hsd17b6	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000029039	ENSRNOT00000029039	0.97898785514563	-0.0272494842959096	7.51178496178664	ENSRNOG00000007758	protein_coding	protein_coding	KNOWN	KNOWN	13	hydroxysteroid (17-beta) dehydrogenase 6 [Source:RGD Symbol;Acc:708343]	Hsd17b6	Hsd17b6-201	100362350	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
6574	ENSRNOT00000027351	0.246251126600446	0.574536017614487	-0.116436654991655	0.10041943259321	5.85975233937919	0.0295068782038353	0.00288801929385286	0.0248529231743576	0.0374482304755165	0.0374482304755165	ENSRNOG00000020179	Nt5c2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000027351	ENSRNOT00000027351	0.574536017614487	-0.16798258473416	5.85975233937919	ENSRNOG00000020179	protein_coding	protein_coding	KNOWN	KNOWN	1	5'-nucleotidase, cytosolic II [Source:RGD Symbol;Acc:2323387]	Nt5c2	Nt5c2-201	100363253	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
14030	ENSRNOT00000015332	0.882033001983994	0.964160001402313	-0.0260446322872228	0.175511758170996	5.58591139950943	0.115183894522351	0.00356603112410838	0.119651477900988	0.0413896387647548	0.119651477900988	ENSRNOG00000011329	Pkm	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000015332	ENSRNOT00000015332	0.964160001402313	-0.0375744618425529	5.58591139950943	ENSRNOG00000011329	protein_coding	protein_coding	KNOWN	KNOWN	8	pyruvate kinase, muscle [Source:RGD Symbol;Acc:3337]	Pkm	Pkm-201	100364062	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
3027	ENSRNOT00000019498	0.0498949334974418	0.252820776340853	0.352102579034355	0.179565052066865	3.93751703961581	0.153436463225469	0.0214548334364848	0.107519598258619	0.0944931772961133	0.107519598258619	ENSRNOG00000014465	Oca2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000019498	ENSRNOT00000019498	0.252820776340853	0.507976644657078	3.93751703961581	ENSRNOG00000014465	protein_coding	protein_coding	KNOWN	KNOWN	1	oculocutaneous albinism II [Source:RGD Symbol;Acc:2318412]	Oca2	Oca2-201	100365773	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
9822	ENSRNOT00000032316	0.501016481189381	0.782562380549919	0.208695135271532	0.310146901463089	6.99321032209426	0.370727751014979	0.0010115448940511	0.383752857054569	0.0319916923621861	0.383752857054569	ENSRNOG00000028625	Eif4ebp3	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000032316	ENSRNOT00000032316	0.782562380549919	0.301083436713891	6.99321032209426	ENSRNOG00000030247	protein_coding	protein_coding	KNOWN	KNOWN	18	ankyrin repeat and KH domain containing 1 [Source:RGD Symbol;Acc:4892133]	Ankhd1	Ankhd1-202	100365872	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
3059	ENSRNOT00000006566	0.0510277594629607	0.255856088474303	-2.12877909422074	1.09098433515281	3.97864425221507	5.65204157484661	3.4311206072459	1.32986667094939	0.0924664333720944	1.32986667094939	ENSRNOG00000046159	Gns	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000006566	ENSRNOT00000006566	0.255856088474303	-3.07117904238036	3.97864425221507	ENSRNOG00000046159	protein_coding	protein_coding	KNOWN	KNOWN	7	glucosamine (N-acetyl)-6-sulfatase [Source:RGD Symbol;Acc:1305877]	Gns	Gns-201	100909505	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
10264	ENSRNOT00000075415	0.538114988740543	0.804321076446186	-0.101245574800047	0.16444886769291	4.60550710215611	0.103695650030218	0.00535835623375633	0.102815364108165	0.0674840944396075	0.102815364108165	ENSRNOG00000050374	Pigg	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000075415	ENSRNOT00000075415	0.804321076446186	-0.14606648867598	4.60550710215611	ENSRNOG00000050374	protein_coding	protein_coding	KNOWN	KNOWN	14	phosphatidylinositol glycan anchor biosynthesis, class G [Source:RGD Symbol;Acc:1560335]	Pigg	Pigg-201	100910143	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
12747	ENSRNOT00000041774	0.762696553970411	0.91776591885086	0.0475321575530889	0.157421672384895	5.52646317519476	0.0931203912298808	0.00424619624232821	0.0948801355035008	0.0424485842792062	0.0948801355035008	ENSRNOG00000030111	Cyp11b2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000041774	ENSRNOT00000041774	0.91776591885086	0.0685744079845941	5.52646317519476	ENSRNOG00000030111	protein_coding	protein_coding	KNOWN	KNOWN	7	cytochrome P450, family 11, subfamily b, polypeptide 2 [Source:RGD Symbol;Acc:2454]	Cyp11b2	Cyp11b2-001	100910462	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
3338	ENSRNOT00000040879	0.0615071798229709	0.282623464387276	-0.724858062580682	0.387659502400414	4.82980942714619	0.701156711495183	0.0847797112791183	0.516339847926229	0.0597692242667651	0.516339847926229	ENSRNOG00000050885	Sult1c2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000040879	ENSRNOT00000040879	0.282623464387276	-1.04574913223353	4.82980942714619	ENSRNOG00000050885	protein_coding	protein_coding	KNOWN	KNOWN	9	sulfotransferase 1C2-like [Source:RGD Symbol;Acc:6497849]	LOC100910526	LOC100910526-001	100910526	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
877	ENSRNOT00000026290	0.00129892888002435	0.0226654962022906	-0.431850069563992	0.134272706955846	9.66424884448003	0.117040725399449	7.01430301795975e-05	0.0720464963028227	0.0391049053734623	0.0720464963028227	ENSRNOG00000019417	Hsd3b5	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000026290	ENSRNOT00000026290	0.0226654962022906	-0.623027953767525	9.66424884448003	ENSRNOG00000019417	protein_coding	protein_coding	KNOWN	KNOWN	2	3 beta-hydroxysteroid dehydrogenase type 5-like [Source:RGD Symbol;Acc:6495134]	LOC100911116	LOC100911116-201	100911116	TRUE	-1	1710	1681	1710	87	154	241	14.093567251462	TRUE
5196	ENSRNOT00000070844	0.155242071139078	0.458168729484545	0.246228709440814	0.1732471442398	3.71660405766546	0.0835744593347133	0.0132048881220172	0.0590167247786357	0.106853403826967	0.106853403826967	ENSRNOG00000048668	Mars2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000070844	ENSRNOT00000070844	0.458168729484545	0.355232938034752	3.71660405766546	ENSRNOG00000048668	protein_coding	protein_coding	KNOWN	KNOWN	9	methionyl-tRNA synthetase 2, mitochondrial [Source:RGD Symbol;Acc:1311527]	Mars2	Mars2-201	100911305	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
7936	ENSRNOT00000075237	0.347041598020617	0.670764164227515	-0.142073766170687	0.151087157488218	5.56218828706052	0.0906046835317594	0.00411840925542923	0.0871909073760493	0.0418045649650964	0.0871909073760493	ENSRNOG00000046261	Acp5	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000075237	ENSRNOT00000075237	0.670764164227515	-0.204969117894868	5.56218828706052	ENSRNOG00000046261	protein_coding	protein_coding	KNOWN	KNOWN	8	acid phosphatase 5, tartrate resistant [Source:RGD Symbol;Acc:2022]	Acp5	Acp5-201	100911394	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
1038	ENSRNOT00000077057	0.00239496949214291	0.0353892505496031	1.23835379526738	0.407848943467635	2.04557087243915	1.02994420583479	0.0713057496605764	0.594057293090089	0.352409652133447	0.594057293090089	NA	NA	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000077057	ENSRNOT00000077057	0.0353892505496031	1.78656687929828	2.04557087243915	ENSRNOG00000016000	protein_coding	retained_intron	KNOWN	KNOWN	2	ATP synthase subunit b, mitochondrial-like [Source:RGD Symbol;Acc:6493308]	LOC100911417	LOC100911417-004	100911417	TRUE	1	1710	1681	1710	87	154	241	14.093567251462	TRUE
13751	ENSRNOT00000025240	0.856887254726524	0.955803902177725	-0.232219911736048	1.28769289062774	4.25779858234764	6.20481808411516	0.157088377084108	6.4755235452088	0.0803034318717434	6.4755235452088	ENSRNOG00000049944	SLC25A22	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000025240	ENSRNOT00000025240	0.955803902177725	-0.335022515057269	4.25779858234764	ENSRNOG00000049944	protein_coding	protein_coding	KNOWN	KNOWN	1	solute carrier family 25 (mitochondrial carrier, glutamate), member 22 [Source:RGD Symbol;Acc:1307826]	Slc25a22	Slc25a22-201	100911440	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
1701	ENSRNOT00000015667	0.0110745365751814	0.0997822572470484	-0.40816454519036	0.160673318007896	6.41128373451013	0.140805628700209	0.0128723276620579	0.0903913328166082	0.0329674167095841	0.0903913328166082	ENSRNOG00000045949	FAAH	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000015667	ENSRNOT00000015667	0.0997822572470484	-0.588856965212831	6.41128373451013	ENSRNOG00000045949	protein_coding	protein_coding	KNOWN	KNOWN	5	fatty acid amide hydrolase [Source:RGD Symbol;Acc:61808]	Faah	Faah-201	100911581	TRUE	-1	1710	1681	1710	87	154	241	14.093567251462	TRUE
13510	ENSRNOT00000025826	0.833078598091195	0.945660119710091	-0.191222544812314	0.907322301662807	5.20452939572824	3.08315698372539	0.560858290797339	2.73207674558144	0.0490711588985883	2.73207674558144	ENSRNOG00000047551	PNPLA2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000025826	ENSRNOT00000025826	0.945660119710091	-0.275875817106893	5.20452939572824	ENSRNOG00000047551	protein_coding	protein_coding	KNOWN	KNOWN	1	patatin-like phospholipase domain-containing protein 2-like [Source:RGD Symbol;Acc:6492173]	LOC100911615	LOC100911615-201	100911615	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
8104	ENSRNOT00000005535	0.360765002233568	0.682686257957627	0.466740409603387	0.510708110065028	2.10675728448809	1.00032337478907	0.708915007425394	0.300618148432402	0.334376087319377	0.334376087319377	ENSRNOG00000048365	ENO2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000005535	ENSRNOT00000005535	0.682686257957627	0.67336407431729	2.10675728448809	ENSRNOG00000048365	protein_coding	protein_coding	KNOWN	KNOWN	9	gamma-enolase-like [Source:RGD Symbol;Acc:6491529]	LOC100911625	LOC100911625-201	100911625	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
4844	ENSRNOT00000071891	0.133670899134072	0.423260966604922	-1.13396578387882	0.756087108326628	1.48945624492579	2.47712704381227	1.13217788764871	1.15449297386217	0.576001239390796	1.15449297386217	ENSRNOG00000050201	Slc29a2	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000071891	ENSRNOT00000071891	0.423260966604922	-1.63596681293974	1.48945624492579	ENSRNOG00000050201	protein_coding	protein_coding	KNOWN	KNOWN	1	solute carrier family 29 (equilibrative nucleoside transporter), member 2 [Source:RGD Symbol;Acc:69296]	Slc29a2	Slc29a2-201	100911721	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
4589	ENSRNOT00000072342	0.119366247479179	0.399042176489045	0.300578513155598	0.192995344496655	3.37937442060077	0.0840632686836547	0.0183012869758381	0.0459529458792689	0.130687525013692	0.130687525013692	ENSRNOG00000049743	Gstm5	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000072342	ENSRNOT00000072342	0.399042176489045	0.433643130327359	3.37937442060077	ENSRNOG00000049743	protein_coding	protein_coding	KNOWN	KNOWN	2	glutathione S-transferase, mu 5 [Source:RGD Symbol;Acc:61964]	Gstm5	Gstm5-201	100912430	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
11036	ENSRNOT00000002382	0.606026492529715	0.841706014878449	-0.684240165453087	1.32668027071397	2.9577208687636	6.69581657969142	1.92322408777861	5.11709807502812	0.171362047735938	5.11709807502812	ENSRNOG00000001748	Polr2h	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000002382	ENSRNOT00000002382	0.841706014878449	-0.987149893476212	2.9577208687636	ENSRNOG00000001748	protein_coding	protein_coding	KNOWN	KNOWN	11	DNA-directed RNA polymerases I, II, and III subunit RPABC3-like [Source:RGD Symbol;Acc:6486461]	LOC100912534	LOC100912534-201	100912534	FALSE	0	1710	1681	1710	87	154	241	14.093567251462	TRUE
939	ENSRNOT00000071712	0.00166780003914148	0.0272135287237787	-0.289361344087327	0.0920424519896859	6.53793098319147	0.0536068625094383	0.00141918036028277	0.0320938901992513	0.0324680715128118	0.0324680715128118	ENSRNOG00000046379	Srm	rno	acetaminophen	d1	t1	rno_acetaminophen_t1_d1	dod_rnaseq_rno_acetaminophen_t1_d1	ENSRNOT00000071712	ENSRNOT00000071712	0.0272135287237787	-0.417460176139752	6.53793098319147	ENSRNOG00000046379	protein_coding	protein_coding	KNOWN	KNOWN	3	spermidine synthase-like [Source:RGD Symbol;Acc:6485978]	LOC100912604	LOC100912604-201	100912604	TRUE	-1	1710	1681	1710	87	154	241	14.093567251462	TRUE
